0.000000000000000000e+00,1.593003908108910072e-01,2.357351068998053689e-02,2.164996740491944086e-02,6.848736585430856838e-01,7.586107426348145943e-02,2.622341235366574819e-01,1.000000000000000000e+00,6.921087935045094897e-01,6.579259942772874847e-01,5.123955769586840958e-01,6.600708928163800948e-01,2.513861392295052011e-01,2.555887404694213716e-01,2.626880805663149299e-01,2.017698612990375950e-01
1.593003908108910072e-01,0.000000000000000000e+00,1.493894710899176803e-01,1.473507715364568149e-01,4.871176865452414573e-01,1.547583996790230509e-01,1.656088118011499188e-01,8.236910880345237329e-01,6.124916741304284873e-01,5.759383039314545094e-01,4.537405913792227907e-01,6.005612622437350723e-01,2.170083081123735103e-01,1.886899666762348882e-01,2.632625842616145295e-01,2.313155549920632437e-01
2.357351068998053689e-02,1.493894710899176803e-01,0.000000000000000000e+00,2.655851731062982418e-02,6.768039464152969531e-01,6.701384157299833388e-02,2.656253253207090936e-01,9.867559130997194394e-01,6.392790579103454496e-01,6.111717060925970779e-01,4.773056089244581690e-01,6.163573563920723419e-01,2.457005925977358285e-01,2.458843523754781213e-01,2.513289235147597167e-01,1.902887004499950185e-01
2.164996740491944086e-02,1.473507715364568149e-01,2.655851731062982418e-02,0.000000000000000000e+00,6.672153309464092796e-01,6.873828064428298690e-02,2.582148755617469926e-01,9.784698545101465639e-01,6.757696560453547718e-01,6.480017015001671155e-01,5.135680523952119714e-01,6.584333115683603799e-01,2.426776488416385602e-01,2.449017292656864020e-01,2.512125361591803219e-01,1.960123889348464876e-01
6.848736585430856838e-01,4.871176865452414573e-01,6.768039464152969531e-01,6.672153309464092796e-01,0.000000000000000000e+00,6.570244598451995266e-01,3.899222689915821105e-01,2.955812547521881051e-01,5.985383600674998306e-01,5.541797793984591936e-01,4.633474683913519354e-01,6.063056769822148251e-01,4.211224216948497578e-01,4.409340220628345519e-01,4.551834493253641423e-01,4.227527092365695460e-01
7.586107426348145943e-02,1.547583996790230509e-01,6.701384157299833388e-02,6.873828064428298690e-02,6.570244598451995266e-01,0.000000000000000000e+00,2.700813577868093618e-01,9.551086193946560776e-01,6.116480805961372891e-01,5.676915996303688594e-01,4.944828703756750099e-01,5.853265023966873759e-01,2.162403932957525921e-01,2.342292375399138982e-01,1.941340662729635069e-01,1.556931292882630102e-01
2.622341235366574819e-01,1.656088118011499188e-01,2.656253253207090936e-01,2.582148755617469926e-01,3.899222689915821105e-01,2.700813577868093618e-01,0.000000000000000000e+00,6.321220409040825272e-01,4.484636801266934092e-01,4.138385296064050478e-01,3.235377597379762715e-01,4.468276806288661307e-01,1.922234941186000412e-01,1.767297928596667789e-01,2.466364677600294542e-01,2.424809453038420937e-01
1.000000000000000000e+00,8.236910880345237329e-01,9.867559130997194394e-01,9.784698545101465639e-01,2.955812547521881051e-01,9.551086193946560776e-01,6.321220409040825272e-01,0.000000000000000000e+00,8.698948879068419959e-01,8.296675896870006062e-01,7.379802411153176811e-01,8.813907440505209800e-01,6.242424059415335735e-01,6.095888158802734713e-01,6.811304004155280811e-01,6.784745386855605132e-01
6.921087935045094897e-01,6.124916741304284873e-01,6.392790579103454496e-01,6.757696560453547718e-01,5.985383600674998306e-01,6.116480805961372891e-01,4.484636801266934092e-01,8.698948879068419959e-01,0.000000000000000000e+00,5.373702032559782293e-02,1.639964706306773212e-01,4.069019491623320633e-02,3.129813182771731261e-01,3.419909081788801708e-01,2.753350633209962206e-01,3.045562627465054351e-01
6.579259942772874847e-01,5.759383039314545094e-01,6.111717060925970779e-01,6.480017015001671155e-01,5.541797793984591936e-01,5.676915996303688594e-01,4.138385296064050478e-01,8.296675896870006062e-01,5.373702032559782293e-02,0.000000000000000000e+00,1.452992535968960774e-01,1.005701510536780446e-01,2.589682187443789196e-01,3.001119171327583657e-01,2.551495564049600651e-01,2.950984457656988247e-01
5.123955769586840958e-01,4.537405913792227907e-01,4.773056089244581690e-01,5.135680523952119714e-01,4.633474683913519354e-01,4.944828703756750099e-01,3.235377597379762715e-01,7.379802411153176811e-01,1.639964706306773212e-01,1.452992535968960774e-01,0.000000000000000000e+00,1.731607740513187998e-01,1.725568415155139257e-01,1.686343515973485196e-01,2.258248531566816319e-01,2.177836406561379223e-01
6.600708928163800948e-01,6.005612622437350723e-01,6.163573563920723419e-01,6.584333115683603799e-01,6.063056769822148251e-01,5.853265023966873759e-01,4.468276806288661307e-01,8.813907440505209800e-01,4.069019491623320633e-02,1.005701510536780446e-01,1.731607740513187998e-01,0.000000000000000000e+00,3.148704831754679523e-01,3.408049811487623981e-01,2.797578396490214558e-01,2.927023627136037254e-01
2.513861392295052011e-01,2.170083081123735103e-01,2.457005925977358285e-01,2.426776488416385602e-01,4.211224216948497578e-01,2.162403932957525921e-01,1.922234941186000412e-01,6.242424059415335735e-01,3.129813182771731261e-01,2.589682187443789196e-01,1.725568415155139257e-01,3.148704831754679523e-01,0.000000000000000000e+00,2.999958714424014530e-02,8.120919984385424617e-02,7.816368575798317286e-02
2.555887404694213716e-01,1.886899666762348882e-01,2.458843523754781213e-01,2.449017292656864020e-01,4.409340220628345519e-01,2.342292375399138982e-01,1.767297928596667789e-01,6.095888158802734713e-01,3.419909081788801708e-01,3.001119171327583657e-01,1.686343515973485196e-01,3.408049811487623981e-01,2.999958714424014530e-02,0.000000000000000000e+00,1.118972327405428208e-01,1.062520862268807043e-01
2.626880805663149299e-01,2.632625842616145295e-01,2.513289235147597167e-01,2.512125361591803219e-01,4.551834493253641423e-01,1.941340662729635069e-01,2.466364677600294542e-01,6.811304004155280811e-01,2.753350633209962206e-01,2.551495564049600651e-01,2.258248531566816319e-01,2.797578396490214558e-01,8.120919984385424617e-02,1.118972327405428208e-01,0.000000000000000000e+00,4.314502695036789154e-02
2.017698612990375950e-01,2.313155549920632437e-01,1.902887004499950185e-01,1.960123889348464876e-01,4.227527092365695460e-01,1.556931292882630102e-01,2.424809453038420937e-01,6.784745386855605132e-01,3.045562627465054351e-01,2.950984457656988247e-01,2.177836406561379223e-01,2.927023627136037254e-01,7.816368575798317286e-02,1.062520862268807043e-01,4.314502695036789154e-02,0.000000000000000000e+00
